zero_index,gamma,C_phi,is_convex,norm_center,norm_plus,norm_minus
57801,45981.299693819,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57901,46052.475927335,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58001,46122.877587853,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58101,46192.817445148,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58201,46263.663079302,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58301,46334.258140771,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58401,46404.562977124,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58501,46475.517332664,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58601,46545.627738892,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58701,46616.145499924,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58801,46686.916588554,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
58901,46757.262001344,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59001,46827.403061698,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59101,46898.319802019,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59201,46968.822398217,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59301,47039.189968670,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59401,47109.864629273,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59501,47179.790053367,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59601,47250.311569268,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59701,47321.031093452,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59801,47391.629311995,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
59901,47461.365898269,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60001,47531.765147281,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60101,47602.208355558,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60201,47672.767534317,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60301,47742.855216581,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60401,47813.326704936,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60501,47883.733193005,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60601,47953.892520350,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60701,48023.860952624,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60801,48094.209696431,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
60901,48164.528186434,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61001,48234.981176848,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61101,48305.055972913,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61201,48375.131778755,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61301,48445.501874295,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61401,48515.711694845,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61501,48586.058009573,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61601,48655.928395907,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61701,48726.173460397,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61801,48796.914331211,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
61901,48866.546089120,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62001,48936.547262917,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62101,49006.618492849,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62201,49077.331427403,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62301,49146.789026609,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62401,49216.716916255,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62501,49287.081899169,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62601,49356.880459081,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62701,49427.130358375,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62801,49497.295644768,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
62901,49567.277420132,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63001,49637.422281424,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63101,49707.371886450,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63201,49777.445383125,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63301,49847.299628528,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63401,49917.411040814,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63501,49987.641093689,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63601,50057.152418922,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63701,50126.962676452,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63801,50196.639532161,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
63901,50267.040217250,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64001,50336.772372910,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64101,50406.560759872,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64201,50476.439825484,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64301,50546.806101513,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64401,50616.228070279,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64501,50686.239185317,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64601,50756.216130272,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64701,50825.717162777,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64801,50895.574118230,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
64901,50965.866870985,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65001,51035.157316449,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65101,51104.826202875,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65201,51174.496860505,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65301,51245.024830236,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65401,51314.562132385,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65501,51384.219592604,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65601,51453.914282607,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65701,51523.229357173,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65801,51593.252517095,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
65901,51663.209114705,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66001,51732.863453913,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66101,51802.114848910,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66201,51872.045662468,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66301,51941.830320560,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66401,52011.314066908,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66501,52081.168952852,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66601,52150.738034435,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66701,52220.098098183,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66801,52289.965834684,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
66901,52359.661932491,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67001,52428.974631091,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67101,52498.845805244,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67201,52568.447122780,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67301,52637.542490171,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67401,52707.077484900,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67501,52777.134183259,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67601,52846.357346964,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67701,52915.891052832,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67801,52985.774399545,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
67901,53054.863767851,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68001,53124.151290251,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68101,53194.041555157,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68201,53263.600576925,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68301,53332.916523666,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68401,53402.708542509,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68501,53471.480468407,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68601,53540.966579136,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68701,53610.890807547,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68801,53679.786300822,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
68901,53749.359567332,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69001,53818.862096615,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69101,53888.172281438,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69201,53957.583685552,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69301,54027.295673112,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69401,54096.090974774,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69501,54165.546418268,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69601,54234.979453177,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69701,54304.573092879,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69801,54373.591286239,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
69901,54443.226734956,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70001,54512.241266402,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70101,54581.542741848,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70201,54650.477183690,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70301,54719.870485883,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70401,54789.265459578,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70501,54857.823243693,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70601,54927.818399902,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70701,54997.183586744,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70801,55066.381826983,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
70901,55135.448634386,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71001,55204.545034343,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71101,55273.808228625,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71201,55342.917204763,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71301,55412.047299249,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71401,55480.975541695,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71501,55550.783436506,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71601,55619.366278592,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71701,55688.649698542,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71801,55758.005309455,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
71901,55826.840669782,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72001,55896.198676131,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72101,55965.011046804,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72201,56033.854870101,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72301,56103.543768171,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72401,56172.000660700,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72501,56241.330222033,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72601,56310.543903537,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72701,56379.183668305,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72801,56448.669546271,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
72901,56517.222101217,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73001,56586.415036512,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73101,56656.000483375,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73201,56724.645461186,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73301,56793.500867720,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73401,56862.300978201,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73501,56931.389636081,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73601,57000.437788408,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73701,57069.219062771,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73801,57138.169994481,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
73901,57206.899557026,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74001,57276.190420999,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74101,57344.757193809,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74201,57413.814698516,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74301,57482.772665024,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74401,57550.923602088,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74501,57620.706463240,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74601,57689.874105240,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74701,57757.772694557,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74801,57827.364623005,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
74901,57896.087045681,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75001,57964.744034719,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75101,58033.620023271,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75201,58102.390638118,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75301,58171.279239631,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75401,58240.054397361,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75501,58308.574300534,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75601,58377.775645863,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75701,58446.273114443,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75801,58515.266153946,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
75901,58583.630793178,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76001,58652.564653319,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76101,58721.433279374,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76201,58789.798260502,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76301,58858.764210859,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76401,58927.272798224,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76501,58996.072500400,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76601,59064.767131913,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76701,59133.521653327,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76801,59202.132593444,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
76901,59270.690319333,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77001,59339.614448442,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77101,59408.046490514,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77201,59476.618051634,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77301,59545.232715467,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77401,59613.909282084,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77501,59682.527491919,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77601,59751.054133233,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77701,59819.602075854,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77801,59888.071692183,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
77901,59956.738717896,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78001,60025.111380776,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78101,60093.985892615,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78201,60162.609741264,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78301,60231.172703854,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78401,60299.555051018,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78501,60368.253568045,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78601,60436.708105992,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78701,60505.007641016,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78801,60573.638560666,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
78901,60642.159375489,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79001,60710.852649635,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79101,60779.157880304,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79201,60847.518531126,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79301,60916.224579391,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79401,60984.478136314,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79501,61053.120938861,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79601,61121.393860560,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79701,61189.807037800,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79801,61257.789330796,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
79901,61326.210143184,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80001,61394.598462137,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80101,61462.817260242,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80201,61531.622183866,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80301,61599.660362949,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80401,61668.528823746,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80501,61736.538023466,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80601,61805.476568943,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80701,61873.589406579,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80801,61941.835281702,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
80901,62009.855421827,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81001,62078.491126999,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81101,62146.278197023,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81201,62215.306142473,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81301,62283.232637240,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81401,62351.625385924,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81501,62420.099245113,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81601,62487.997713374,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81701,62556.181807157,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81801,62624.332468525,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
81901,62692.649999864,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82001,62761.147979750,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82101,62829.269858554,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82201,62897.511514428,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82301,62965.721318682,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82401,63033.910984384,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82501,63102.002410725,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82601,63169.979048910,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82701,63238.708428788,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82801,63306.766403723,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
82901,63375.199334300,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83001,63442.380445253,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83101,63511.053021604,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83201,63578.936554465,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83301,63647.255914067,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83401,63715.080839818,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83501,63783.810740119,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83601,63851.630603064,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83701,63919.973724345,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83801,63988.158266930,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
83901,64056.195544495,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84001,64124.324013444,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84101,64191.831714493,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84201,64260.154475060,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84301,64328.044050795,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84401,64396.393552856,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84501,64464.255091206,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84601,64532.313756526,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84701,64600.257149826,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84801,64668.526286726,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
84901,64736.291459581,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85001,64804.248520192,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85101,64872.148143123,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85201,64940.413733368,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85301,65008.030259334,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85401,65076.545863649,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85501,65144.203566322,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85601,65212.496072326,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85701,65280.175073448,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85801,65348.202527472,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
85901,65416.199567121,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86001,65483.866163793,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86101,65551.826666157,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86201,65619.597969999,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86301,65687.375796620,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86401,65755.378067174,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86501,65823.306573417,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86601,65891.125431701,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86701,65958.914590183,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
